| GTID   | GT_Tag                                       |     q |     a1x |     a1y |     a1z |     a2x |     a2y |     a2z | af     | mf     |   Momega |
| GT0676 | Lq_D6.2_q2.50_a0.6_th000_m140                |  2.50 |  0.0000 |  0.0000 |  0.6014 |  0.0000 |  0.0000 |  0.6012 | 0.8255 | 0.9472 |  0.06769 |
| GT0677 | Lq_D6.2_q2.50_a0.6_th015_m140                |  2.50 |  0.1556 |  0.0000 |  0.5809 | -0.1556 |  0.0000 |  0.5807 | 0.8203 | 0.9481 |  0.06805 |
| GT0678 | Lq_D6.2_q2.50_a0.6_th300_m140                |  2.50 | -0.5208 |  0.0000 |  0.3007 |  0.5206 |  0.0000 |  0.3006 | 0.7370 | 0.9574 |  0.07711 |
| GT0679 | Lq_D6.2_q2.50_a0.6_th030_m140                |  2.50 |  0.3007 |  0.0000 |  0.5208 | -0.3006 |  0.0000 |  0.5206 | 0.8038 | 0.9506 |  0.06930 |
| GT0680 | D8_q3.00_a0.5_0.0_th090_ph300_m120           |  3.00 |  0.5001 | -0.0188 | -0.0012 |  0.0000 |  0.0000 |  0.0000 | 0.6047 | 0.9701 |  0.04274 |
| GT0681 | Lq_D6.2_q2.50_a0.6_th315_m140                |  2.50 | -0.4252 |  0.0000 |  0.4252 |  0.4251 |  0.0000 |  0.4251 | 0.7753 | 0.9535 |  0.07219 |
| GT0682 | Lq_D6.2_q2.50_a0.6_th330_m140                |  2.50 | -0.3007 |  0.0000 |  0.5208 |  0.3006 |  0.0000 |  0.5206 | 0.8038 | 0.9506 |  0.06932 |
| GT0683 | Lq_D6.2_q2.50_a0.6_th345_m140                |  2.50 | -0.1556 |  0.0000 |  0.5809 |  0.1556 |  0.0000 |  0.5807 | 0.8204 | 0.9481 |  0.06807 |
| GT0684 | D8_q3.00_a0.5_0.0_th135_ph000_m120           |  3.00 |  0.2894 | -0.2815 | -0.2957 |  0.0000 |  0.0000 |  0.0000 | 0.4274 | 0.9751 |  0.04857 |
| GT0685 | Sq_D6.2_q3.00_a0.6_th120_m140                |  3.00 |  0.5208 |  0.0000 | -0.3007 | -0.6010 |  0.0000 |  0.0000 | 0.4793 | 0.9746 |  0.30079 |
| GT0686 | Sq_D6.2_q3.00_a0.6_th150_m140                |  3.00 |  0.3007 |  0.0000 | -0.5208 | -0.6010 |  0.0000 |  0.0000 | 0.3330 | 0.9775 |  0.27047 |
| GT0688 | D10_q7.00_a0.20_0.00_m320                    |  7.00 |  0.0000 |  0.0000 |  0.2000 |  0.0000 |  0.0000 |  0.0000 | 0.4724 | 0.9859 |  0.02646 |
| GT0689 | Sq_D6.2_q3.00_a0.6_th030_m140                |  3.00 |  0.3007 |  0.0000 |  0.5208 | -0.6011 |  0.0000 |  0.0000 | 0.7738 | 0.9587 |  0.06958 |
| GT0690 | Sq_D6.2_q3.00_a0.6_th045_m140                |  3.00 |  0.4252 |  0.0000 |  0.4253 | -0.6011 |  0.0000 |  0.0000 | 0.7516 | 0.9618 |  0.07213 |
| GT0691 | Sq_D6.2_q3.00_a0.6_th060_m140                |  3.00 |  0.5208 |  0.0000 |  0.3007 | -0.6010 |  0.0000 |  0.0000 | 0.7150 | 0.9637 |  0.06861 |
| GT0692 | Sq_D6.2_q3.00_a0.6_th075_m140                |  3.00 |  0.5809 |  0.0000 |  0.1557 | -0.6010 |  0.0000 |  0.0000 | 0.6739 | 0.9673 |  0.07486 |
| GT0693 | Sq_D6.2_q3.00_a0.6_th090_m140                |  3.00 |  0.6014 |  0.0000 |  0.0000 | -0.6010 |  0.0000 |  0.0000 | 0.6153 | 0.9693 |  0.08740 |
| GT0694 | Sq_D6.2_q3.00_a0.6_th000_m140                |  3.00 |  0.0000 |  0.0000 |  0.6014 | -0.6011 |  0.0000 |  0.0000 | 0.7980 | 0.9572 |  0.06794 |
| GT0695 | Eq_D7_q3.00_a0.6_ph060_m140                  |  3.00 |  0.3007 |  0.5208 |  0.0000 | -0.3005 | -0.5206 |  0.0001 | 0.6165 | 0.9693 |  0.05884 |
| GT0696 | Eq_D7_q3.00_a0.6_ph090_m140                  |  3.00 |  0.0000 |  0.6014 |  0.0000 |  0.0000 | -0.6011 |  0.0000 | 0.6194 | 0.9700 |  0.06125 |
| GT0697 | Eq_D7_q3.00_a0.6_ph180_m140                  |  3.00 | -0.6014 |  0.0000 |  0.0000 |  0.6011 |  0.0000 |  0.0000 | 0.6185 | 0.9700 |  0.05691 |
| GT0698 | Sq_D6.2_q3.00_a0.6_th015_m140                |  3.00 |  0.1556 |  0.0000 |  0.5809 | -0.6011 |  0.0000 |  0.0000 | 0.7912 | 0.9579 |  0.06845 |
| GT0699 | Eq_D7_q3.00_a0.6_ph270_m140                  |  3.00 |  0.0000 | -0.6014 |  0.0000 |  0.0000 |  0.6011 |  0.0000 | 0.6194 | 0.9700 |  0.06016 |
| GT0701 | Eq_D7_q3.00_a0.6_ph150_m140                  |  3.00 | -0.5208 |  0.3007 |  0.0000 |  0.5206 | -0.3006 | -0.0001 | 0.6197 | 0.9703 |  0.05785 |
| GT0702 | Eq_D7_q3.00_a0.6_ph240_m140                  |  3.00 | -0.3007 | -0.5208 |  0.0000 |  0.3005 |  0.5206 |  0.0001 | 0.6165 | 0.9693 |  0.05999 |
| GT0703 | Eq_D7_q3.00_a0.6_ph300_m140                  |  3.00 |  0.3007 | -0.5208 |  0.0000 | -0.3005 |  0.5206 | -0.0001 | 0.6202 | 0.9703 |  0.05996 |
| GT0704 | Eq_D7_q3.00_a0.6_ph330_m140                  |  3.00 |  0.5208 | -0.3007 |  0.0000 | -0.5206 |  0.3006 | -0.0001 | 0.6197 | 0.9703 |  0.05785 |
| GT0705 | Eq_D7_q3.00_a0.6_ph030_m140                  |  3.00 |  0.5208 |  0.3007 |  0.0000 | -0.5206 | -0.3006 |  0.0001 | 0.6164 | 0.9693 |  0.06403 |
| GT0706 | Sq_D9.0_q2.50_a0.6_th090_m140                |  2.50 | -0.4037 |  0.4454 |  0.0171 | -0.5524 | -0.2216 |  0.0846 | 0.6393 | 0.9641 |  0.03535 |
| GT0707 | Eq_D7_q3.00_a0.6_ph120_m140                  |  3.00 | -0.3007 |  0.5208 |  0.0000 |  0.3005 | -0.5206 | -0.0001 | 0.6202 | 0.9703 |  0.05944 |
| GT0708 | Eq_D7_q3.00_a0.6_ph210_m140                  |  3.00 | -0.5208 | -0.3007 |  0.0000 |  0.5206 |  0.3006 |  0.0001 | 0.6164 | 0.9693 |  0.05845 |
| GT0709 | Sq_D6.2_q3.00_a0.6_th210_m140                |  3.00 | -0.3007 |  0.0000 | -0.5208 | -0.6010 |  0.0000 |  0.0000 | 0.3642 | 0.9769 |  0.29272 |
| GT0710 | Sq_D6.2_q3.00_a0.6_th180_m140                |  3.00 |  0.0000 |  0.0000 | -0.6013 | -0.6010 |  0.0000 |  0.0000 | 0.2690 | 0.9783 |  0.22619 |
| GT0712 | Sq_D9.0_q2.50_a0.6_th000_m140                |  2.50 |  0.1098 |  0.0069 |  0.5912 |  0.5986 | -0.0487 |  0.0282 | 0.8064 | 0.9515 |  0.03225 |
| GT0713 | Sq_D6.2_q3.00_a0.6_th240_m140                |  3.00 | -0.5208 |  0.0000 | -0.3007 | -0.6010 |  0.0000 |  0.0000 | 0.5173 | 0.9739 |  0.35854 |
| GT0714 | Sq_D6.2_q3.00_a0.6_th270_m140                |  3.00 | -0.6014 |  0.0000 |  0.0000 | -0.6010 |  0.0000 |  0.0000 | 0.6480 | 0.9688 |  0.08681 |
| GT0715 | Sq_D9.0_q2.50_a0.6_th060_m140                |  2.50 | -0.1925 |  0.4009 |  0.4049 |  0.5369 |  0.2255 |  0.1496 | 0.7333 | 0.9584 |  0.03358 |
| GT0717 | D9_q1.1_a0.0_m160                            |  1.10 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.6851 | 0.9518 |  0.03541 |
| GT0718 | Sq_D9.0_q2.50_a0.6_th030_m140                |  2.50 | -0.1870 |  0.2211 |  0.5271 |  0.0998 |  0.5422 |  0.2395 | 0.7877 | 0.9537 |  0.03313 |
| GT0720 | Sq_D6.2_q3.00_a0.6_th315_m140                |  3.00 | -0.4252 |  0.0000 |  0.4253 | -0.6011 |  0.0000 |  0.0000 | 0.7647 | 0.9603 |  0.06989 |
| GT0721 | Sq_D6.2_q3.00_a0.6_th330_m140                |  3.00 | -0.3007 |  0.0000 |  0.5208 | -0.6011 |  0.0000 |  0.0000 | 0.7855 | 0.9587 |  0.06852 |
| GT0722 | Sq_D6.2_q3.00_a0.6_th345_m140                |  3.00 | -0.1556 |  0.0000 |  0.5809 | -0.6011 |  0.0000 |  0.0000 | 0.7959 | 0.9573 |  0.06794 |
| GT0723 | Sq_D6.2_q3.00_a0.6_th300_m140                |  3.00 | -0.5208 |  0.0000 |  0.3007 | -0.6010 |  0.0000 |  0.0000 | 0.7364 | 0.9629 |  0.07284 |
| GT0724 | D8_q3.00_a0.5_0.0_th090_ph180_m120           |  3.00 | -0.4640 |  0.1817 |  0.0463 |  0.0000 |  0.0000 |  0.0000 | 0.6039 | 0.9699 |  0.04274 |
| GT0725 | Sq_D9.0_q2.50_a0.6_th045_m140                |  2.50 | -0.2741 |  0.2531 |  0.4716 |  0.5213 |  0.2871 |  0.0851 | 0.7663 | 0.9557 |  0.03309 |
| GT0726 | D8_q3.00_a0.5_0.0_th135_ph120_m120           |  3.00 | -0.1971 |  0.3852 | -0.2514 |  0.0000 |  0.0000 |  0.0000 | 0.4272 | 0.9751 |  0.04851 |
| GT0727 | D11_q1.75_a0.0_m200                          |  1.75 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.6444 | 0.9582 |  0.02490 |
| GT0728 | Lq_D6.2_q3.00_a0.6_th210_m140                |  3.00 | -0.3007 |  0.0000 | -0.5208 |  0.3005 |  0.0000 | -0.5204 | 0.3235 | 0.9782 |  0.26541 |
| GT0729 | Lq_D6.2_q3.00_a0.6_th240_m140                |  3.00 | -0.5208 |  0.0000 | -0.3007 |  0.5205 |  0.0000 | -0.3005 | 0.4718 | 0.9749 |  0.32840 |
| GT0730 | D9_q1.4_a0.0_m160                            |  1.40 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.6709 | 0.9541 |  0.03522 |
| GT0732 | Lq_D6.2_q3.00_a0.6_th030_m140                |  3.00 |  0.3007 |  0.0000 |  0.5208 | -0.3005 |  0.0000 |  0.5206 | 0.7915 | 0.9566 |  0.06670 |
| GT0733 | Lq_D6.2_q3.00_a0.6_th045_m140                |  3.00 |  0.4252 |  0.0000 |  0.4253 | -0.4250 |  0.0000 |  0.4250 | 0.7629 | 0.9593 |  0.06876 |
| GT0734 | Lq_D6.2_q3.00_a0.6_th060_m140                |  3.00 |  0.5208 |  0.0000 |  0.3007 | -0.5205 |  0.0000 |  0.3006 | 0.7270 | 0.9635 |  0.07257 |
| GT0735 | D8_q3.00_a0.5_0.0_th135_ph240_m120           |  3.00 | -0.1555 | -0.3946 | -0.2656 |  0.0000 |  0.0000 |  0.0000 | 0.4284 | 0.9753 |  0.04762 |
| GT0738 | D11_q1.25_a0.0_m200                          |  1.25 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.6794 | 0.9527 |  0.02499 |
| GT0739 | D8_q3.00_a0.5_0.0_th060_ph135_m120           |  3.00 | -0.1617 | -0.3259 |  0.3437 |  0.0000 |  0.0000 |  0.0000 | 0.6884 | 0.9654 |  0.03957 |
| GT0740 | D10_q7.00_a0.40_0.00_m320                    |  7.00 |  0.0000 |  0.0000 |  0.4001 |  0.0000 |  0.0000 |  0.0000 | 0.6056 | 0.9834 |  0.02612 |
| GT0741 | D8_q3.00_a0.5_0.0_th060_ph315_m120           |  3.00 |  0.1617 |  0.3259 |  0.3437 |  0.0000 |  0.0000 |  0.0000 | 0.6885 | 0.9654 |  0.03957 |
| GT0742 | Oq_D9_q7.00_a0.6_th090_m320                  |  6.99 | -0.0282 |  0.6007 | -0.0084 |  0.0000 |  0.0000 |  0.0000 | 0.5657 | 0.9866 |  0.03171 |
| GT0743 | D8_q3.00_a0.5_0.0_th120_ph135_m120           |  3.00 |  0.2676 | -0.4123 | -0.0940 |  0.0000 |  0.0000 |  0.0000 | 0.4904 | 0.9740 |  0.04638 |
| GT0744 | D8_q3.00_a0.5_0.0_th060_ph225_m120           |  3.00 |  0.4114 | -0.1493 |  0.2428 |  0.0000 |  0.0000 |  0.0000 | 0.6886 | 0.9654 |  0.04019 |
| GT0745 | Oq_D9_q6.00_a0.6_th090_m320                  |  5.99 | -0.0462 |  0.5407 |  0.2593 |  0.0000 |  0.0000 |  0.0000 | 0.5707 | 0.9840 |  0.03248 |
| GT0746 | D8_q3.00_a0.5_0.0_th120_ph315_m120           |  3.00 | -0.2676 |  0.4123 | -0.0940 |  0.0000 |  0.0000 |  0.0000 | 0.4904 | 0.9740 |  0.04573 |
| GT0747 | D8_q3.00_a0.5_0.0_th120_ph225_m120           |  3.00 |  0.3356 |  0.3176 | -0.1923 |  0.0000 |  0.0000 |  0.0000 | 0.4883 | 0.9736 |  0.04581 |
| GT0748 | D9_q3.6_a0.0_m160                            |  3.60 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.4973 | 0.9756 |  0.03316 |
| GT0749 | D8_q2.00_a0.7_0.0_th045_ph000_m120           |  1.99 |  0.4137 |  0.2824 |  0.4941 |  0.0000 |  0.0000 |  0.0000 | 0.8026 | 0.9477 |  0.04164 |
| GT0750 | D8_q2.00_a0.7_0.0_th045_ph120_m120           |  1.99 | -0.4484 | -0.2215 |  0.4949 |  0.0000 |  0.0000 |  0.0000 | 0.8024 | 0.9475 |  0.04075 |
| GT0754 | D8_q2.00_a0.7_0.0_th060_ph045_m120           |  1.99 |  0.1950 |  0.5833 |  0.3418 |  0.0000 |  0.0000 |  0.0000 | 0.7722 | 0.9507 |  0.04299 |
| GT0756 | D8_q2.00_a0.7_0.0_th045_ph240_m120           |  1.99 |  0.4108 | -0.2866 |  0.4941 |  0.0000 |  0.0000 |  0.0000 | 0.8001 | 0.9469 |  0.04066 |
| GT0757 | D11_q2.25_a0.0_m200                          |  2.25 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.6018 | 0.9641 |  0.02479 |
| GT0758 | D9_q3.1_a0.0_m160                            |  3.10 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.5329 | 0.9720 |  0.03356 |
| GT0759 | D9_q3.2_a0.0_m160                            |  3.20 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.5255 | 0.9728 |  0.03344 |
| GT0760 | D9_q3.3_a0.0_m160                            |  3.30 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.5182 | 0.9735 |  0.03338 |
| GT0761 | D9_q3.4_a0.0_m160                            |  3.40 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.5111 | 0.9743 |  0.03328 |
| GT0762 | D8_q2.00_a0.7_0.0_th060_ph135_m120           |  1.99 | -0.5935 |  0.1452 |  0.3489 |  0.0000 |  0.0000 |  0.0000 | 0.7724 | 0.9509 |  0.04204 |
| GT0763 | D8_q2.00_a0.7_0.0_th060_ph225_m120           |  1.99 | -0.1950 | -0.5833 |  0.3418 |  0.0000 |  0.0000 |  0.0000 | 0.7721 | 0.9507 |  0.04192 |
| GT0764 | RO3_D10_q1.50_a0.60_oth.090_M120             |  1.50 |  0.6014 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.6013 | -      | -      |  0.02859 |
| GT0765 | D10_q5.00_a-0.73_0.00_m240                   |  4.98 |  0.0000 |  0.0000 | -0.7348 |  0.0000 |  0.0000 |  0.0000 | 0.0222 | 0.9871 |  0.03216 |
| GT0766 | D8_q2.00_a0.7_0.0_th090_ph000_m120           |  1.99 |  0.5128 | -0.4817 | -0.0083 |  0.0000 |  0.0000 |  0.0000 | 0.6849 | 0.9579 |  0.04614 |
| GT0767 | D8_q2.00_a0.7_0.0_th060_ph315_m120           |  1.99 |  0.5935 | -0.1452 |  0.3489 |  0.0000 |  0.0000 |  0.0000 | 0.7724 | 0.9509 |  0.04200 |
| GT0768 | D10_q5.00_a-0.71_0.00_m240                   |  4.99 |  0.0000 |  0.0000 | -0.7140 |  0.0000 |  0.0000 |  0.0000 | 0.0105 | 0.9870 |  0.03198 |
| GT0769 | D10_q5.00_a-0.72_0.00_m240                   |  4.98 |  0.0000 |  0.0000 | -0.7244 |  0.0000 |  0.0000 |  0.0000 | 0.0164 | 0.9871 |  0.03207 |
| GT0770 | D10_q5.00_a-0.69_0.00_m240                   |  4.99 |  0.0000 |  0.0000 | -0.6933 |  0.0000 |  0.0000 |  0.0000 | 0.0017 | 0.9870 |  0.03180 |
| GT0771 | D10_q5.00_a-0.68_0.00_m240                   |  4.99 |  0.0000 |  0.0000 | -0.6830 |  0.0000 |  0.0000 |  0.0000 | 0.0077 | 0.9870 |  0.03170 |
| GT0777 | D9_q3.9_a0.0_m160                            |  3.90 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.4779 | 0.9774 |  0.03333 |
| GT0778 | D9_q3.7_a0.0_m160                            |  3.70 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.4907 | 0.9762 |  0.03310 |
| GT0779 | D10_q5.00_a-0.69273917_0.00_m280             |  4.99 |  0.0000 |  0.0000 | -0.6961 |  0.0000 |  0.0000 |  0.0000 | 0.0007 | 0.9871 |  0.03185 |
| GT0780 | D9_q3.8_a0.0_m160                            |  3.80 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.4842 | 0.9768 |  0.03303 |
| GT0781 | D8_q2.00_a0.7_0.0_th090_ph120_m120           |  1.99 | -0.7024 | -0.0394 | -0.0038 |  0.0000 |  0.0000 |  0.0000 | 0.6893 | 0.9591 |  0.04639 |
| GT0787 | D8_q2.00_a0.7_0.0_th090_ph060_m120           |  1.99 | -0.3241 |  0.6244 | -0.0111 |  0.0000 |  0.0000 |  0.0000 | 0.6832 | 0.9576 |  0.04722 |
| GT0791 | D9_q4.3_a0.0_m160                            |  4.30 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.4538 | 0.9794 |  0.03307 |
| GT0792 | D8_q2.00_a0.7_0.0_th090_ph180_m120           |  1.99 | -0.5128 |  0.4817 | -0.0083 |  0.0000 |  0.0000 |  0.0000 | 0.6850 | 0.9579 |  0.04612 |
| GT0794 | D8_q2.00_a0.7_0.0_th090_ph300_m120           |  1.99 |  0.7024 |  0.0394 | -0.0038 |  0.0000 |  0.0000 |  0.0000 | 0.6893 | 0.9591 |  0.04611 |
| GT0795 | D9_q4.4_a0.0_m160                            |  4.40 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.4482 | 0.9799 |  0.03296 |
| GT0796 | D8_q2.00_a0.7_0.0_th090_ph240_m120           |  1.99 |  0.3241 | -0.6244 | -0.0111 |  0.0000 |  0.0000 |  0.0000 | 0.6832 | 0.9576 |  0.04609 |
| GT0797 | D9_q4.1_a0.0_m160                            |  4.10 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.4656 | 0.9784 |  0.03318 |
| GT0798 | D9_q4.2_a0.0_m160                            |  4.20 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.4597 | 0.9789 |  0.03311 |
| GT0799 | D8_q2.00_a0.7_0.0_th120_ph045_m120           |  1.99 |  0.6027 |  0.0752 | -0.3551 |  0.0000 |  0.0000 |  0.0000 | 0.5674 | 0.9647 |  0.05303 |
| GT0800 | D8_q2.00_a0.7_0.0_th120_ph135_m120           |  1.99 | -0.0253 |  0.6037 | -0.3605 |  0.0000 |  0.0000 |  0.0000 | 0.5684 | 0.9649 |  0.05279 |
| GT0801 | D8_q2.00_a0.7_0.0_th120_ph315_m120           |  1.99 |  0.0253 | -0.6037 | -0.3605 |  0.0000 |  0.0000 |  0.0000 | 0.5684 | 0.9649 |  0.05245 |
| GT0803 | ro_b5_a0.6_oth.000_M103                      |  1.00 |  0.4243 |  0.0000 |  0.4243 |  0.0000 |  0.0000 |  0.6000 | -      | -      |  0.02801 |
| GT0805 | ro_b5_a0.6_oth.120_M103                      |  1.00 | -0.2121 |  0.3674 |  0.4243 |  0.0000 |  0.0000 |  0.6000 | -      | -      |  0.02815 |
| GT0807 | ro_b5_a0.6_oth.240_M103                      |  1.00 | -0.2121 | -0.3674 |  0.4243 |  0.0000 |  0.0000 |  0.6000 | -      | -      |  0.02810 |
| GT0808 | D8_q2.00_a0.7_0.0_th120_ph225_m120           |  1.99 | -0.6027 | -0.0752 | -0.3551 |  0.0000 |  0.0000 |  0.0000 | 0.5674 | 0.9647 |  0.05293 |
| GT0809 | D8_q2.00_a0.7_0.0_th135_ph120_m120           |  1.99 |  0.4947 | -0.0232 | -0.4997 |  0.0000 |  0.0000 |  0.0000 | 0.5066 | 0.9672 |  0.05943 |
| GT0810 | D8_q2.00_a0.7_0.0_th135_ph000_m120           |  1.99 | -0.4926 | -0.0501 | -0.4998 |  0.0000 |  0.0000 |  0.0000 | 0.5069 | 0.9672 |  0.05941 |
| GT0818 | EccQ_q7_c0.01_m320                           |  7.00 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.3367 | 0.9877 |  0.03116 |
| GT0824 | D9_q5.5_a0.0_Q20                             |  5.50 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | 0.3932 | 0.9839 |  0.03205 |
| GT0825 | D8_q2.00_a0.7_0.0_th135_ph240_m120           |  1.99 | -0.2077 |  0.4466 | -0.5024 |  0.0000 |  0.0000 |  0.0000 | 0.5041 | 0.9669 |  0.05913 |
| GT0830 | D09_q1.00_a0.35_Q20                          |  1.00 |  0.0000 |  0.0000 |  0.3500 |  0.0000 |  0.0000 |  0.3500 | 0.7903 | 0.9395 |  0.03344 |
| GT0833 | D10_q4.00_a0.8_th174_Q20                     |  3.98 | -0.0838 | -0.0010 | -0.8047 |  0.0000 |  0.0000 |  0.0000 | 0.0671 | 0.9840 |  0.03196 |
| GT0834 | D10_q7.00_a0.8_th168_Q20                     |  6.96 | -0.1476 |  0.0767 | -0.7918 |  0.0000 |  0.0000 |  0.0000 | 0.2388 | 0.9908 |  0.03221 |
| GT0835 | D11_q1.50_a-0.6_m200                         |  1.50 |  0.0000 |  0.0000 | -0.6014 |  0.0000 |  0.0000 | -0.6012 | 0.4564 | 0.9665 |  0.02688 |
| GT0836 | D11_q1.50_a-0.4_m200                         |  1.50 |  0.0000 |  0.0000 | -0.4001 |  0.0000 |  0.0000 | -0.4000 | 0.5272 | 0.9636 |  0.02613 |
| GT0837 | D11_q2.00_a-0.6_m200                         |  2.00 |  0.0000 |  0.0000 | -0.6014 |  0.0000 |  0.0000 | -0.6012 | 0.3876 | 0.9712 |  0.02671 |
| GT0838 | D11_q2.00_a-0.4_m200                         |  2.00 |  0.0000 |  0.0000 | -0.4001 |  0.0000 |  0.0000 | -0.4000 | 0.4681 | 0.9686 |  0.02612 |
| GT0839 | D11_q1.50_a-0.2_m200                         |  1.50 |  0.0000 |  0.0000 | -0.2000 |  0.0000 |  0.0000 | -0.1999 | 0.5965 | 0.9598 |  0.02549 |
| GT0840 | D11_q2.50_a-0.4_m200                         |  2.50 |  0.0000 |  0.0000 | -0.4001 |  0.0000 |  0.0000 | -0.4000 | 0.4062 | 0.9731 |  0.02595 |
| GT0841 | D11_q3.00_a-0.4_m200                         |  3.00 |  0.0000 |  0.0000 | -0.4001 |  0.0000 |  0.0000 | -0.3999 | 0.3482 | 0.9769 |  0.02593 |
| GT0842 | D11_q3.00_a-0.2_m200                         |  3.00 |  0.0000 |  0.0000 | -0.2000 |  0.0000 |  0.0000 | -0.1999 | 0.4452 | 0.9744 |  0.02518 |
| GT0843 | D11_q2.50_a-0.2_m200                         |  2.50 |  0.0000 |  0.0000 | -0.2000 |  0.0000 |  0.0000 | -0.1999 | 0.4943 | 0.9703 |  0.02527 |
| GT0844 | D11_q2.00_a-0.2_m200                         |  2.00 |  0.0000 |  0.0000 | -0.2000 |  0.0000 |  0.0000 | -0.1999 | 0.5466 | 0.9653 |  0.02538 |
| GT0845 | D11_q2.50_a-0.6_m200                         |  2.50 |  0.0000 |  0.0000 | -0.6014 |  0.0000 |  0.0000 | -0.6011 | 0.3162 | 0.9754 |  0.02715 |
| GT0846 | D11_q3.00_a-0.6_m200                         |  3.00 |  0.0000 |  0.0000 | -0.6014 |  0.0000 |  0.0000 | -0.6011 | 0.2494 | 0.9789 |  0.02695 |
| GT0847 | SO_D9_q1.5_th2_135_ph1_0_m120-all            |  1.50 |  0.6014 |  0.0000 |  0.0000 | -0.4252 |  0.0000 |  0.4252 | -      | -      |  0.03434 |
| GT0848 | SO_D9_q1.5_th2_135_ph1_45_m140-all           |  1.50 |  0.4252 |  0.4252 |  0.0000 | -0.4252 |  0.0000 |  0.4252 | -      | -      |  0.03483 |
| GT0851 | th_0_SSeq_D9_q2_m140                         |  2.00 |  0.6014 |  0.0000 |  0.0000 |  0.6012 |  0.0000 |  0.0000 | 0.6907 | 0.9583 |  0.03384 |
| GT0852 | th_180_SSeq_D9_q2_m140                       |  2.00 | -0.6014 |  0.0000 |  0.0000 | -0.6012 |  0.0000 |  0.0000 | 0.6907 | 0.9583 |  0.03384 |
| GT0853 | th_225_SSeq_D9_q2_m140                       |  2.00 | -0.4252 |  0.0000 | -0.4252 | -0.4251 |  0.0000 | -0.4251 | 0.5091 | 0.9680 |  0.03832 |
| GT0854 | th_315_SSeq_D9_q2_m140                       |  2.00 |  0.4252 |  0.0000 | -0.4252 |  0.4251 |  0.0000 | -0.4251 | 0.5091 | 0.9680 |  0.03832 |
| GT0856 | q2_Seff_D9_a_0.15_-0.6_th1_45_m140           |  2.00 |  0.1061 |  0.0000 |  0.1061 | -0.4251 |  0.0000 | -0.4251 | 0.6322 | 0.9615 |  0.03548 |
| GT0857 | q3_Seff_D9_a_0.066667_-0.6_th1_45_m140       |  3.00 |  0.0471 |  0.0000 |  0.0471 | -0.4251 |  0.0000 | -0.4250 | 0.5484 | 0.9716 |  0.03549 |
| GT0858 | SO_D9_q1.5_th2_135_ph1_135_m140-all          |  1.50 | -0.4252 |  0.4252 |  0.0000 | -0.4252 |  0.0000 |  0.4252 | 0.7343 | 0.9482 |  0.03420 |
| GT0859 | q2_Seff_D9_a_-0.15_0.6_th1_225_m140          |  2.00 | -0.1061 |  0.0000 | -0.1060 |  0.4251 |  0.0000 |  0.4251 | 0.6150 | 0.9609 |  0.03512 |
| GT0860 | D8_q1.0_a0.6_0.6_th90_0_r100_res140_CE-all   |  1.00 |  0.1095 |  0.4817 |  0.3429 |  0.4609 | -0.2880 |  0.2572 | 0.7827 | 0.9399 |  0.04205 |
| GT0861 | D8_q1.0_a0.6_0.6_th90_135_r100_res140_CE-all |  1.00 | -0.1592 | -0.4146 | -0.4053 |  0.2977 |  0.5221 | -0.0201 | 0.6201 | 0.9567 |  0.05243 |
| GT0862 | D8_q1.0_a0.6_0.6_th90_180_r100_res140_CE-all |  1.00 |  0.5434 | -0.2551 | -0.0339 |  0.0530 |  0.1883 | -0.5686 | 0.6071 | 0.9580 |  0.05802 |
